,GSM4251054,GSM4251055,GSM4251056,GSM4251057,GSM4251058,GSM4251059,GSM4251060,GSM4251061,GSM4251062,GSM4251063,GSM4251064,GSM4251065,GSM4251066,GSM4251067,GSM4251068,GSM4251069,GSM4251070,GSM4251071,GSM4251072,GSM4251073,GSM4251074,GSM4251075,GSM4251076,GSM4251077,GSM4251078,GSM4251079,GSM4251080,GSM4251081,GSM4251082,GSM4251083
GSK3B,0.730251476,0.709028519,0.705208116,0.713954252,0.729573734,0.726350856,0.599312628,0.615542006,0.758096491,0.778473646,0.756552309,0.76187846,0.742354047,0.762646047,0.652242694,0.639925848,0.767977612,0.769700753,0.745626303,0.752782915,0.73213643,0.733942841,0.751044158,0.734285118,0.747366114,0.802754983,0.816907826,0.769978632,0.778071487,0.7675171
HDGF,0.851720715,0.850245385,0.873341737,0.851252722,0.851156541,0.839499258,0.8859241,0.869185696,0.915521089,0.926503014,0.934072846,0.927542981,0.935357356,0.916871701,0.881047605,0.872919964,0.866122847,0.881035206,0.900247602,0.889135269,0.964298586,0.96310258,0.948736633,0.982531445,0.959313353,0.926084201,0.914416518,0.90572063,0.930584318,0.941264616
HERPUD1,0.834748161,0.829937,0.834745199,0.837625496,0.832993256,0.823568214,0.820719812,0.825042395,0.790635141,0.774484336,0.781308717,0.761562874,0.76287449,0.751335608,0.812461618,0.808643929,0.899215464,0.894525425,0.867616123,0.863378002,0.689830167,0.765244253,0.740870474,0.683574461,0.690508966,0.694287338,0.706935278,0.71042567,0.703137067,0.729099074
HERPUD2,0.509109114,0.505273352,0.506364855,0.485487717,0.488570342,0.50070107,0.491618315,0.508880673,0.5120886,0.50338055,0.500974025,0.518421694,0.506640518,0.499561662,0.523496856,0.504919321,0.528197522,0.522563258,0.498940978,0.506048293,0.501822408,0.487088291,0.498997998,0.487393206,0.5011346,0.479603619,0.485116158,0.494014224,0.456778356,0.467956609
HM13,0.744889702,0.734406897,0.724036598,0.707023015,0.708302202,0.736461145,0.760256051,0.779932851,0.709974658,0.706704761,0.705354784,0.703750009,0.716370507,0.710065012,0.749731637,0.740698292,0.745667174,0.742229447,0.733022754,0.742632747,0.721160308,0.718397134,0.72116406,0.716236681,0.700933117,0.731177059,0.715254562,0.766554173,0.743842114,0.753935254
HSP90B1,1.196906358,1.166332597,1.234606501,1.232908882,1.224802735,1.171358847,1.155382939,1.182065335,1.087305187,1.033646221,1.031529335,1.063509293,1.056852568,1.057909633,1.205940921,1.192873719,1.090142184,1.091876828,1.082612013,1.069784655,1.058319062,1.101832696,1.104744184,1.047958529,1.088743944,1.108915598,1.133921879,1.090126595,1.133801962,1.142860411
HSPA5,1.201839447,1.190935504,1.180705456,1.168192585,1.183463522,1.181303829,1.11668564,1.147489907,1.066217612,1.029682555,1.025284463,1.040661658,1.038081387,1.039064082,1.158925448,1.159568337,1.14698904,1.143707876,1.138377045,1.12733827,1.083975227,1.146943355,1.112278558,1.056210667,1.068754794,1.12595743,1.130774858,1.100233873,1.154642297,1.162659469
HYOU1,0.019757513,0.078210496,0.015169656,0,0.023891396,0.027183286,0,0.028350878,0.053466233,0,0.028446361,0.016538318,0.052748272,0.059995422,0,0,0.058966143,0.030504846,0.015422408,0.064596629,0,0.032031559,0,0.015911162,0.110439543,0.077549727,0.113322808,0.050060298,0.142490442,0.096936657
IGFBP1,0,0,0.015169656,0.043913628,0.044475255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030285587,0.015530492,0,0.016080038,0,0,0
ITPR1,0.405199666,0.434946653,0.375881159,0.361009271,0.400817883,0.433961007,0.219141458,0.236073359,0.396038122,0.360567056,0.340552134,0.401951068,0.315768664,0.3467821,0.331594531,0.267670419,0.350982416,0.335700156,0.313421132,0.334862818,0.338111832,0.34647072,0.338516991,0.339872525,0.336464318,0.407868171,0.359141345,0.386390637,0.401473478,0.42072042
JKAMP,0.583795067,0.57038436,0.604646191,0.657301138,0.63843581,0.557611577,0.549985291,0.538114604,0.60538573,0.576889189,0.573105634,0.607403386,0.610833575,0.629873924,0.572491599,0.567291868,0.583842312,0.558833638,0.584283417,0.572939746,0.527798869,0.544435691,0.580291731,0.548664815,0.605484767,0.547966125,0.585802903,0.538475348,0.526003173,0.53041061
KDELR3,0.50841483,0.518508667,0.522998643,0.546808956,0.542406009,0.495436781,0.735936607,0.72534311,0.30181532,0.262165503,0.285247779,0.25607583,0.291027308,0.285238578,0.701766895,0.680477994,0.34396329,0.299680169,0.357670711,0.336561143,0.352844641,0.306691143,0.371396622,0.334637458,0.36585758,0.217323434,0.221364914,0.271605704,0.252260471,0.259675184
KLHDC3,0.711367547,0.70254509,0.695943408,0.683882229,0.692923492,0.706687292,0.665568134,0.638484748,0.732422285,0.74624777,0.752095118,0.740076827,0.757196123,0.746165434,0.623216371,0.632881501,0.718449914,0.727995047,0.710969613,0.727149674,0.732685105,0.72664493,0.70782382,0.721752449,0.693806729,0.763063353,0.749057006,0.788273711,0.745452345,0.756144573
LMNA,0.825931709,0.812785369,0.788808422,0.779448721,0.782959658,0.838002168,1.048251764,1.047360327,0.718874211,0.757171186,0.774113315,0.743800937,0.759048485,0.749417761,1.025558174,1.030189415,0.743552352,0.761672706,0.779903382,0.778258417,0.802029727,0.770401412,0.756643746,0.814903216,0.77097565,0.744348919,0.698748451,0.729366312,0.789314588,0.783350979
LPCAT3,0.463236055,0.439320362,0.44764514,0.403956296,0.435195787,0.469770206,0.44553743,0.489759999,0.559487877,0.547217719,0.557986187,0.569842217,0.545020771,0.553793763,0.516196391,0.535593693,0.507327711,0.475910696,0.470080935,0.494224894,0.47658032,0.457924809,0.47777592,0.45075104,0.410420258,0.46464424,0.453142394,0.446040021,0.431677987,0.437150192
MAGEA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016875121,0,0.015911162,0,0,0,0,0,0
MAN1A1,0.372672084,0.331963278,0.35966344,0.395823973,0.346235868,0.357322995,0.635457875,0.703427128,0.34239106,0.32821117,0.320092533,0.340084092,0.344997876,0.331633275,0.60346386,0.623021739,0.39084731,0.377303217,0.401927638,0.411833415,0.405473178,0.379242535,0.41427759,0.400914064,0.398505888,0.377557631,0.379075299,0.348641781,0.403933404,0.419557888
MAN1B1,0.706293352,0.711821877,0.697725003,0.665531326,0.674658076,0.703540134,0.760256051,0.767639134,0.672862033,0.670159974,0.669425547,0.676390195,0.690507509,0.669914442,0.779618945,0.77846828,0.694975596,0.712255299,0.71476782,0.723297222,0.614763336,0.619165194,0.587014034,0.599642623,0.553167658,0.62254543,0.597936341,0.588365175,0.608489934,0.616447163
MANF,0.77539953,0.763967374,0.764321603,0.759437908,0.76194987,0.739406771,0.759148436,0.749320029,0.726293729,0.685149796,0.685356071,0.717954108,0.723795353,0.697161974,0.737182421,0.725256262,0.773170345,0.763595039,0.772181602,0.766206263,0.70376247,0.74659784,0.719372822,0.695223282,0.696728785,0.7214782,0.72743737,0.750088155,0.7363071,0.750558593
MBTPS1,0.728356002,0.747488813,0.724407195,0.695022959,0.698982035,0.731711304,0.820781078,0.828200809,0.755598407,0.737025755,0.733825954,0.752667285,0.751496681,0.741828385,0.814134336,0.806337959,0.768255474,0.770086207,0.759742715,0.767428236,0.741973558,0.741885237,0.733543779,0.724240889,0.708580356,0.744463477,0.723133691,0.678756596,0.737221271,0.732849802
MBTPS2,0.526726976,0.486096842,0.541371626,0.543744306,0.549374219,0.517324066,0.491618315,0.539373275,0.541955464,0.493503359,0.486151662,0.52577875,0.522629234,0.518150189,0.469502273,0.501586066,0.531635013,0.528526366,0.544314999,0.527673667,0.53312031,0.547635916,0.572045276,0.552827442,0.583414546,0.524845786,0.570026194,0.487393099,0.526003173,0.519483881
MIR200C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYDGF,0.694001936,0.704737738,0.681197404,0.6932501,0.675076893,0.679424828,0.855582082,0.854872173,0.642159001,0.618230386,0.630633089,0.632195555,0.640872184,0.607452142,0.823251173,0.798433962,0.691298425,0.676143703,0.710004733,0.703823418,0.670977811,0.682669975,0.617605964,0.65935194,0.623711765,0.718917516,0.680711377,0.74696033,0.735913588,0.741161028
NCCRP1,0.052810072,0.051636806,0.083396109,0.030663945,0.044475255,0.087622327,0,0,0.053466233,0.072567947,0.040861843,0.044953727,0.107818968,0.075609228,0,0,0,0.055812052,0.053937418,0.064596629,0.112763046,0.045787267,0.047808948,0.030285587,0.075435333,0.030556058,0.030592127,0,0.059716809,0
NCK1,0.485921804,0.470336065,0.552340525,0.541964345,0.525517785,0.480809681,0.506482036,0.532095949,0.504128483,0.477970211,0.476238273,0.484712616,0.49398664,0.502965627,0.505679109,0.494687084,0.512052521,0.517404903,0.480765117,0.471478503,0.446170137,0.46439046,0.485912615,0.467672684,0.508857247,0.444623364,0.481809837,0.460236333,0.472206319,0.466260348
NCK2,0.649811934,0.644814756,0.609527599,0.59076799,0.607430545,0.642477845,0.563672786,0.554835996,0.66966714,0.684206578,0.691370715,0.663539566,0.693094418,0.681773145,0.545678063,0.550474602,0.677662659,0.702128147,0.681433789,0.69172343,0.673035422,0.670294624,0.656623733,0.670564815,0.627395399,0.65275372,0.626833776,0.628761908,0.674137896,0.66757487
NHLRC1,0.066939434,0,0.015169656,0.096726767,0.070836273,0.07006715,0.204539657,0.12807503,0.053466233,0.052072489,0.062962467,0.016538318,0.052748272,0.075609228,0.222151016,0.212766084,0,0.043695247,0.053937418,0.029272717,0.103705736,0.069989516,0.072845652,0.066587655,0.093963299,0.030556058,0.055959309,0.050060298,0.046879712,0.049373855
NPLOC4,0.783410288,0.796467586,0.767311474,0.745497733,0.75575394,0.794070635,0.69622064,0.700198049,0.756902637,0.773361783,0.773417857,0.76437937,0.778546049,0.776279617,0.67887434,0.664617181,0.773170345,0.76658068,0.770716874,0.783055079,0.770880735,0.759902122,0.767139501,0.764609431,0.747690973,0.764271308,0.739885823,0.728250524,0.769935824,0.768865523
NR1H2,0.534519775,0.550317407,0.534468728,0.527397291,0.509463496,0.545098749,0.631582105,0.59659826,0.522080734,0.573612063,0.565209753,0.558348183,0.5575255,0.564188469,0.639956713,0.645373692,0.532313094,0.514221909,0.550493882,0.543217679,0.528878474,0.511466241,0.465911604,0.523924191,0.487508067,0.51341315,0.479790234,0.512276012,0.534872035,0.534781877
NR1H3,0.297787507,0.291484589,0.294424998,0.295821548,0.31378583,0.276637664,0.25592779,0.265066138,0.222528536,0.239006106,0.273229395,0.281913719,0.295446877,0.257388353,0.316046309,0.332378426,0.271308786,0.312678923,0.285135771,0.24025587,0.293278834,0.287235169,0.258404684,0.305285875,0.259915757,0.283160714,0.26153059,0.271605704,0.262061562,0.249064531
NRBF2,0.540248548,0.551843945,0.541371626,0.572970947,0.553214425,0.524547935,0.550362079,0.539373275,0.440497289,0.469550719,0.448116408,0.428811621,0.434850943,0.445091229,0.557475822,0.535145889,0.523965003,0.511516452,0.509401706,0.486405645,0.428267783,0.450298863,0.450302047,0.410821086,0.427141589,0.490701492,0.487709372,0.446040021,0.48118646,0.479318536
NUPR1,0.321544511,0.342647315,0.327961203,0.317526626,0.324430652,0.346074431,0.819674415,0.791519673,0.437116783,0.50338055,0.524978597,0.399577481,0.443961178,0.410308263,0.870482511,0.851476211,0.402611911,0.346000896,0.389380395,0.361390709,0.197554491,0.227274192,0.170655634,0.147452847,0.102429109,0.030556058,0,0.027123288,0,0.034662395
OPA1,0.681912802,0.639570561,0.690467089,0.699442717,0.712047024,0.69367889,0.600392359,0.621436874,0.647041492,0.673416746,0.646565749,0.645396636,0.633630318,0.664039797,0.556255553,0.556034248,0.678171765,0.677045065,0.677357907,0.664478209,0.69920449,0.70200381,0.739433681,0.705438583,0.754561024,0.695882568,0.718565586,0.663996385,0.697295531,0.68087352
OS9,0.849199554,0.863625643,0.860353108,0.819740091,0.821554344,0.841191993,0.889982065,0.924420137,0.814975923,0.803047468,0.797502165,0.808504981,0.827571682,0.786905064,0.961510396,0.961793329,0.837927287,0.845665186,0.832117837,0.83491827,0.773402042,0.782843418,0.757343671,0.762915989,0.739805963,0.820198361,0.790856097,0.796288031,0.804649574,0.810633899
PARP16,0.303403912,0.307978929,0.298785414,0.321512386,0.300609105,0.309881482,0.298210204,0.267677685,0.42648904,0.405633393,0.416322009,0.456539736,0.43051827,0.436141993,0.34899305,0.381171853,0.431862449,0.410864581,0.380807848,0.423583165,0.364639323,0.354952316,0.372941413,0.363599155,0.35111177,0.42543929,0.418635944,0.435230786,0.384410168,0.40740451
PDIA2,0.019757513,0.078210496,0.063932315,0.087557098,0.044475255,0.087622327,0.027566083,0,0.330637909,0.317510478,0.312596628,0.384482214,0.368090669,0.323439007,0,0.015461264,0.423674142,0.477291228,0.407299302,0.421688113,0.20244663,0.24205789,0.170655634,0.195108999,0.110439543,0.363465743,0.341362614,0.34280033,0.200251834,0.174513082
PDIA3,1.000326315,0.978771618,0.976697971,0.970966423,0.982713224,0.963058791,0.992076164,1.007826422,0.908757509,0.881909741,0.87642806,0.898019634,0.891367253,0.884674842,1.027314491,1.016276508,0.905201315,0.898844798,0.914258387,0.902154208,0.900166825,0.929983891,0.923954488,0.886813589,0.907792166,0.892741692,0.900042451,0.886266864,0.902885405,0.913688207
PDIA4,0.983021556,0.981257776,0.961474974,0.927305293,0.939409084,0.967404589,0.909878302,0.932870411,0.887154281,0.863502757,0.862629564,0.871831492,0.878382295,0.867430193,0.920967506,0.919859729,0.910315477,0.911657822,0.910886265,0.914754232,0.917528889,0.952502091,0.904220912,0.898669967,0.879224755,0.896543904,0.889986469,0.887809685,0.933296823,0.927959949
PDIA5,0.573369586,0.590819313,0.584610857,0.568168393,0.569649478,0.561788358,0.725627338,0.746953989,0.444617813,0.400426657,0.406421098,0.430764998,0.400414221,0.429403619,0.656261912,0.672312817,0.50327256,0.484663592,0.490733987,0.508730274,0.445230044,0.467521001,0.422213212,0.429794264,0.417534228,0.410046221,0.394266035,0.403190817,0.442419382,0.43294304
PDIA6,0.994156997,0.99323261,0.991579628,1.005647261,0.99469677,0.978520891,0.995128646,1.012537925,0.916858198,0.879336377,0.876384415,0.900236061,0.897993206,0.893857785,1.003886998,0.997326073,0.926035622,0.932458121,0.933277097,0.931000437,0.929540367,0.958126783,0.936493721,0.919003591,0.940216002,0.932798634,0.942574325,0.92340896,0.954507644,0.960253182
PDX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIGBOS1,0.306134649,0.302681189,0.331452799,0.362510129,0.360721408,0.317150086,0.308099828,0.275248358,0.314021281,0.352016864,0.325476856,0.350418697,0.326751551,0.3467821,0.286705863,0.309749255,0.278914785,0.308470793,0.296658834,0.282130243,0.323905134,0.270769984,0.237051454,0.24796103,0.257028875,0.288144403,0.32883358,0.333584802,0.252260471,0.22526525
PIK3R1,0.539685484,0.519140542,0.571773798,0.551080465,0.556649707,0.5645092,0.588644885,0.615542006,0.584356778,0.570599712,0.571762157,0.56241261,0.515347629,0.57073598,0.563431577,0.58075981,0.543391868,0.544230446,0.528815261,0.533638128,0.553601065,0.535385969,0.588467558,0.570606003,0.5968068,0.6037553,0.616100879,0.586055757,0.519969659,0.484690214
PIK3R2,0.642921496,0.637306024,0.577174766,0.547241662,0.579501636,0.622871895,0.669678362,0.667650605,0.723320067,0.734684395,0.742330688,0.71409418,0.743326285,0.730581536,0.640189383,0.648339645,0.719416331,0.728759069,0.726111067,0.737113921,0.693615385,0.670493014,0.654549797,0.669630751,0.630753165,0.712103036,0.683844632,0.678130728,0.728370526,0.712094446
PLA2G4B,0.037198676,0,0.04153749,0.043913628,0.044475255,0.027183286,0.014419802,0,0.155229342,0.121152227,0.099241512,0.151300931,0.129223433,0.102646686,0.016184238,0.042269305,0.074372565,0.104930551,0.093451895,0.117064456,0.060701339,0.09080357,0.060852697,0.055441862,0.065228733,0.096449648,0.04381506,0.06993215,0.082483817,0.049373855
PMAIP1,0.532165119,0.532979655,0.540526056,0.620233775,0.568228097,0.533111378,0.324398027,0.347814842,0.488025555,0.49961685,0.487939152,0.479208156,0.491671897,0.466977192,0.390313654,0.397853569,0.573434464,0.536585262,0.572579095,0.572247252,0.487621997,0.528347323,0.494988593,0.494239626,0.502262652,0.485581785,0.474266802,0.412803506,0.507115949,0.516470052
POMT2,0.608126298,0.631785617,0.614512344,0.572242096,0.58342185,0.629116676,0.441684935,0.442077076,0.692724944,0.661416796,0.662983128,0.680982286,0.692034655,0.685771945,0.519369072,0.498750218,0.61010625,0.60982583,0.607742359,0.618173298,0.633746534,0.644099412,0.620258498,0.623165925,0.595310017,0.564949063,0.561267506,0.540858647,0.572294991,0.544172028
PPP1R15A,0.718668767,0.723462062,0.70949667,0.671653119,0.680416991,0.715259259,0.736152984,0.729713997,0.699337973,0.6921893,0.712606084,0.70187534,0.703718934,0.680245479,0.717650066,0.712182972,0.815445232,0.828487874,0.803011589,0.808273282,0.776290624,0.787344196,0.739564873,0.768519661,0.734819339,0.773220554,0.734590126,0.729143822,0.791862334,0.797570082
PPP2R5B,0.476741969,0.471208494,0.496442664,0.454318856,0.447253146,0.499662991,0.448549258,0.447593526,0.593905446,0.576889189,0.600235865,0.610047607,0.617996258,0.582533781,0.479402887,0.483699791,0.649078597,0.668919382,0.625587021,0.639073719,0.474270257,0.518779622,0.447533687,0.473378672,0.455057846,0.608108714,0.578996423,0.587214941,0.566674926,0.557232787
PREB,0.649272278,0.666013622,0.675139482,0.645717375,0.647093634,0.635947018,0.605676649,0.577499722,0.651971193,0.66123291,0.658527986,0.645855312,0.640012905,0.643906373,0.576109797,0.584991475,0.678425667,0.656247898,0.671206565,0.681748496,0.63160302,0.652161453,0.624008424,0.637086674,0.600629476,0.648234809,0.642634864,0.671066821,0.65709214,0.657528402
PSMC6,0.570645076,0.586067954,0.662977632,0.684054784,0.654156969,0.556903917,0.535744184,0.484419131,0.551773357,0.522301834,0.52405196,0.540881455,0.549833892,0.548311103,0.502783391,0.484961396,0.573946918,0.578883158,0.54968469,0.549412963,0.55940913,0.547635916,0.604561782,0.554865932,0.612349167,0.586937055,0.637081008,0.580724811,0.588692431,0.588454498
PTPN1,0.698730862,0.708498882,0.678535362,0.663367478,0.675355452,0.698964673,0.554078449,0.529886103,0.604832251,0.616997398,0.630860159,0.59407849,0.621452451,0.625872832,0.53045618,0.530592217,0.685122374,0.66777618,0.674050162,0.671592716,0.623278391,0.601352109,0.608090044,0.612831614,0.603504658,0.723073083,0.709131758,0.682152641,0.708284559,0.711602364
PTPN2,0.537983408,0.510040636,0.544293884,0.579026287,0.545432385,0.517324066,0.460022199,0.482595423,0.521111148,0.504964901,0.509412732,0.527309075,0.520722011,0.495194315,0.49249432,0.455924786,0.540858252,0.547696767,0.523590894,0.513439413,0.548031025,0.529373437,0.565018156,0.532635699,0.577768985,0.482954396,0.494001517,0.496157441,0.482631893,0.48619006
RASGRF1,0.091719039,0.110862668,0.04153749,0.067328069,0.078679511,0.07006715,0,0,0.350252375,0.353476414,0.36677703,0.294541436,0.344997876,0.317714511,0,0,0.557178788,0.56429632,0.508334538,0.514465974,0.181833221,0.187417408,0.129638498,0.104331127,0.132170951,0.398822804,0.389372585,0.351478791,0.174153524,0.148118995
RASGRF2,0.51850388,0.528310469,0.549573373,0.480161252,0.50559976,0.542777209,0,0,0.286183025,0.329922202,0.340552134,0.26221728,0.22067528,0.2658907,0.078041809,0.042269305,0.143407744,0.113072243,0.191550156,0.171930839,0.356310914,0.349921524,0.306207878,0.296372984,0.358667066,0.181884063,0.142095652,0.198704749,0.230481766,0.202040284
RCN3,0.333270285,0.358292029,0.315052773,0.309220143,0.31378583,0.360007249,0.864064423,0.904603905,0.271340032,0.251035441,0.236510855,0.292100082,0.266718519,0.257388353,0.896632483,0.881974718,0.133902926,0.242419097,0.240811966,0.186493888,0.236691789,0.20192061,0.182151856,0.195108999,0.151131885,0.096449648,0.154635026,0.163507391,0.162283208,0.174513082
RHBDD1,0.50055618,0.473795533,0.466212197,0.459858464,0.489057141,0.50070107,0.543429624,0.576851426,0.543218676,0.522768704,0.512457939,0.530323353,0.521678675,0.536028171,0.554612821,0.571917809,0.502448112,0.477291228,0.489523758,0.494224894,0.460456724,0.492424615,0.501612208,0.458681691,0.496534974,0.430236031,0.468530645,0.438399999,0.47374111,0.4286136
RHBDD2,0.636582494,0.616197808,0.575842772,0.565134121,0.588742398,0.59267576,0.554810725,0.548292219,0.727515445,0.734459477,0.731535127,0.736755609,0.745570463,0.72193892,0.519891344,0.538252607,0.703361426,0.70661609,0.677529981,0.703392366,0.691644652,0.688052423,0.655935624,0.696480496,0.658381146,0.713237117,0.703804755,0.745570979,0.700495042,0.730118212
RNF103,0.527341111,0.505273352,0.530893493,0.531295041,0.516902716,0.498617626,0.521830507,0.526280708,0.548167052,0.517067311,0.49712624,0.559169989,0.54130604,0.516622778,0.547854504,0.559501757,0.518127813,0.53237315,0.503987726,0.504415616,0.423979407,0.418430623,0.431831801,0.412935948,0.429906988,0.499258221,0.511972013,0.489633001,0.498964199,0.499049542
RNF121,0.557727737,0.584449882,0.590485527,0.588492528,0.57601861,0.568499491,0.44477486,0.475068758,0.557976605,0.536134836,0.52028667,0.552464977,0.561956771,0.562505613,0.482785181,0.464814153,0.566068599,0.563528096,0.5484626,0.564409456,0.556756595,0.577828503,0.569191789,0.553237378,0.56094591,0.579500829,0.55729263,0.577061817,0.56870652,0.570939443
RNF139,0.462290585,0.46679434,0.51108863,0.583834591,0.567655725,0.472295096,0.44553743,0.444466327,0.508426746,0.485939165,0.463539319,0.480603458,0.48872695,0.522640639,0.452478745,0.452839736,0.512052521,0.516351444,0.51615795,0.495392241,0.503106812,0.502555876,0.504181329,0.512534757,0.563575101,0.486878303,0.559293326,0.444543044,0.438602437,0.45381276
RNF175,0.220835361,0.207922907,0.23548934,0.201085222,0.239777296,0.173364088,0,0,0.347157455,0.336576313,0.306716288,0.325084928,0.319520325,0.323439007,0.078041809,0.029467552,0.203260313,0.176604926,0.182285653,0.16136573,0.389908942,0.370591164,0.386167725,0.393923292,0.385555052,0.308712324,0.317186101,0.34280033,0.303236232,0.293164309
RNF183,0,0,0.015169656,0.043913628,0.023891396,0,0,0,0.029119202,0,0.014901195,0,0.015038441,0.042551251,0.030781128,0,0,0.016031938,0,0.015354273,0,0.016875121,0,0.015911162,0,0.016060159,0,0.027123288,0,0
RNF185,0.593538363,0.607746209,0.637646518,0.625435828,0.610902443,0.595439501,0.662409281,0.655130968,0.651971193,0.666475553,0.671339751,0.671266379,0.666760877,0.667981856,0.636422329,0.656502203,0.675090695,0.664097049,0.667573989,0.674241064,0.640507298,0.645747105,0.6325871,0.641904265,0.624208211,0.653599137,0.646447206,0.612630437,0.651873832,0.669766658
RNF186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF5,0.348275113,0.313094706,0.320722455,0.327297925,0.319961396,0.302239923,0.241686565,0.195906099,0.354777428,0.397212956,0.355687111,0.383152409,0.378420008,0.388400021,0.225949928,0.172677178,0.355484568,0.339213479,0.333765094,0.368371583,0.340035114,0.351617403,0.317773908,0.311637139,0.36725495,0.467611877,0.482476998,0.49183972,0.447057006,0.475359451
RNFT1,0.308816225,0.243947153,0.270474386,0.357961414,0.319961396,0.285669596,0.261263725,0.229530417,0.295315555,0.267433451,0.215934431,0.296943421,0.307969391,0.281564839,0.265279571,0.237864586,0.263293419,0.26689328,0.230803643,0.26403995,0.220551158,0.255505914,0.274123168,0.300896082,0.318298292,0.269919241,0.275521664,0.251032058,0.22652102,0.216404907
SCAMP5,0.484294273,0.498910883,0.464809088,0.456718243,0.469893471,0.469770206,0.165271969,0.173320715,0.6972655,0.684206578,0.689851499,0.713368271,0.709099009,0.677142326,0.136013527,0.172677178,0.759979273,0.775008401,0.736188046,0.752369201,0.583620922,0.602608259,0.565440821,0.588761967,0.57048604,0.740047101,0.733483329,0.709157945,0.673340376,0.686033575
SDF2L1,0.551084691,0.534693545,0.507956149,0.522377147,0.521272524,0.518246441,0.519534115,0.483813706,0.418957787,0.423000849,0.438528877,0.422792927,0.429636404,0.4307759,0.454109281,0.444010831,0.488595787,0.484008253,0.487073395,0.490065595,0.453484643,0.500086926,0.453019895,0.431657775,0.442173878,0.46464424,0.414491392,0.451881878,0.454189372,0.451946479
SEC16A,0.735948481,0.755440524,0.683650589,0.65626562,0.69586236,0.763584265,0.639235354,0.651829445,0.811693353,0.821586631,0.813777247,0.811848209,0.806869841,0.82758308,0.664384734,0.688859344,0.817752882,0.808251268,0.810873579,0.815834812,0.787030487,0.77351144,0.767466062,0.773827072,0.75227107,0.80314163,0.7622424,0.708135939,0.816425359,0.787158733
SEC31A,0.829359854,0.834484552,0.834862798,0.824517549,0.837324311,0.851455082,0.876957406,0.872168095,0.784870159,0.776873789,0.790132509,0.769857464,0.768980153,0.795412012,0.886929421,0.882280351,0.829705204,0.830040349,0.818207631,0.821606269,0.793084839,0.807219727,0.815712998,0.802069727,0.808552881,0.789989337,0.804871767,0.771326672,0.813255268,0.817891015
SEC61B,0.692795869,0.700132725,0.705488554,0.75554059,0.728798156,0.659444893,0.743328837,0.699629255,0.648909301,0.666830403,0.675600847,0.648802766,0.662376274,0.662028943,0.698344958,0.682158989,0.692226263,0.684920896,0.699551402,0.711784964,0.681958343,0.678407564,0.685453622,0.672782957,0.686811337,0.718236271,0.730365028,0.768789006,0.743468038,0.750305398
SEL1L,0.754396084,0.757363854,0.76987927,0.787842976,0.779542237,0.777604388,0.744457831,0.790748879,0.74484021,0.724572242,0.664981371,0.707883692,0.672759449,0.698526388,0.759542087,0.785230005,0.800570754,0.775473229,0.757949412,0.775002285,0.716502396,0.750819452,0.732996603,0.704995856,0.73135947,0.717826024,0.729480078,0.66365118,0.718222781,0.712094446
SEL1L2,0.019757513,0,0.04153749,0,0,0,0.039645651,0,0,0,0,0,0,0,0,0,0,0.016031938,0.015422408,0,0,0.016875121,0,0,0.015530492,0,0.016080038,0,0.01731824,0.034662395
SERINC3,0.674797545,0.681419757,0.689845992,0.69661654,0.704460801,0.69759176,0.777023934,0.773132004,0.615528993,0.577858431,0.579326722,0.593753973,0.612397695,0.611566726,0.759958838,0.772756056,0.679688727,0.677045065,0.665164405,0.663728928,0.597141138,0.624928476,0.643473774,0.59414617,0.628603308,0.644473498,0.673133492,0.631788685,0.648132784,0.646755032
SERP1,0.707760845,0.671781309,0.696390809,0.756815791,0.723857108,0.684027464,0.746891786,0.741784374,0.687405901,0.686398201,0.678100198,0.684556679,0.673621567,0.677403405,0.729597428,0.739338078,0.732326404,0.708082518,0.713151861,0.701072114,0.688546746,0.684666193,0.689361922,0.681858074,0.718377528,0.703008286,0.735931805,0.688720924,0.709544111,0.696393424
SERP2,0.234573829,0.251739508,0.221727843,0.24962117,0.256890723,0.206612577,0.160194187,0.16323162,0.232982756,0.245142171,0.278153707,0.239513764,0.224229392,0.178496448,0.222151016,0.212766084,0.250398649,0.235616204,0.253189207,0.24025587,0.293278834,0.287235169,0.268033333,0.271434889,0.27869435,0.382841153,0.3736468,0.386390637,0.327524804,0.324960402
SGTA,0.707212228,0.705280893,0.671664374,0.656680691,0.66272916,0.71027686,0.609013569,0.625475614,0.707490263,0.724572242,0.737862701,0.72618963,0.741484476,0.722902996,0.622694361,0.612995605,0.731795469,0.752213844,0.738261481,0.741967856,0.755843591,0.734588894,0.696358867,0.756257494,0.700488287,0.779505941,0.740004019,0.763049133,0.779744521,0.780170906
