,GSM4251054,GSM4251055,GSM4251056,GSM4251057,GSM4251058,GSM4251059,GSM4251060,GSM4251061,GSM4251062,GSM4251063,GSM4251064,GSM4251065,GSM4251066,GSM4251067,GSM4251068,GSM4251069,GSM4251070,GSM4251071,GSM4251072,GSM4251073,GSM4251074,GSM4251075,GSM4251076,GSM4251077,GSM4251078,GSM4251079,GSM4251080,GSM4251081,GSM4251082,GSM4251083
DGKK,0.112958433,0.100753531,0.083396109,0.087557098,0.078679511,0.153466768,0,0,0.176346033,0.152221713,0.134868686,0.123528303,0.147935097,0.135764833,0,0,0.275160326,0.232094588,0.230803643,0.236996967,0.170347677,0.182251273,0.192824047,0.095753525,0.118041101,0.191565126,0.205145679,0.06993215,0.179751828,0.155168744
DHCR24,0.781753396,0.797735957,0.782428162,0.735585129,0.755022153,0.772521075,0.65439332,0.668003362,1.105091013,1.077909705,1.073045448,1.08668816,1.065827992,1.074255392,0.897089003,0.891456717,0.921640059,0.901775647,0.90227732,0.910121787,0.950617923,0.966347911,0.960466532,0.960072598,0.942514928,0.891124773,0.9041022,0.872974137,0.886232295,0.887882967
DHFR,0.484294273,0.500348436,0.468979378,0.47948185,0.470445177,0.457846625,0.506986402,0.551021617,0.610276618,0.626818842,0.614572292,0.630935357,0.617746291,0.63446797,0.405670049,0.388551021,0.53432901,0.512604538,0.574651994,0.551820686,0.714504884,0.679904015,0.700847329,0.71360965,0.738775975,0.662793448,0.678049026,0.619294082,0.655973173,0.658470237
DHFRP1,0.486728949,0.471208494,0.473036088,0.476732822,0.456605224,0.441844672,0.502384418,0.522585879,0.54653579,0.536984674,0.529974555,0.53995196,0.52544505,0.56306868,0.313983509,0.345755472,0.44819584,0.406508767,0.497220003,0.478153092,0.646242444,0.618604499,0.660017389,0.659752976,0.672827155,0.579153836,0.57367936,0.516047148,0.589044903,0.574281021
DHRS2,0.356216117,0.350674968,0.361084432,0.343417299,0.367468041,0.351804867,0,0.028350878,0.092728487,0.134367202,0.168734229,0.138060941,0.147935097,0.125522334,0.016184238,0,0.196968159,0.209013884,0.230803643,0.215787293,0.187260108,0.187417408,0.220900278,0.180853165,0.162551905,0.264274487,0.272826608,0.305795818,0.222452077,0.237639691
DIABLO,0.676833301,0.667185164,0.674105436,0.684054784,0.684004939,0.657291211,0.566062521,0.556334813,0.657328827,0.664148192,0.665161707,0.675829508,0.667658314,0.66630516,0.570649,0.569088117,0.692688023,0.668729457,0.680930361,0.663916602,0.716349689,0.715933363,0.710397884,0.720425853,0.717452809,0.66456612,0.663578805,0.686365832,0.650015052,0.669984073
DNM2,0.752380467,0.778692851,0.743922175,0.714938641,0.729573734,0.765345036,0.674334538,0.681147266,0.705246581,0.715139437,0.728738805,0.701087211,0.71829355,0.705599421,0.644993344,0.654503113,0.681190396,0.693853147,0.697309509,0.707227653,0.735264066,0.686813803,0.691550043,0.716510535,0.660338323,0.725433841,0.695598347,0.696127557,0.736176045,0.731130424
DPEP1,0.037198676,0.019270386,0,0.016119626,0.034538591,0.027183286,0.014419802,0,0.015270017,0,0,0.016538318,0,0,0,0,0.041780481,0.067016946,0.015422408,0.042001055,0.01764614,0,0.033512428,0.030285587,0,0.055898462,0.030592127,0.10314498,0.032831101,0
DUOX1,0.079843912,0.019270386,0.015169656,0,0.023891396,0,0.027566083,0.028350878,0.029119202,0,0.028446361,0.016538318,0.015038441,0.022789877,0.044074419,0.029467552,0.041780481,0.016031938,0,0,0.03342152,0.045787267,0,0.030285587,0,0,0,0.027123288,0,0.018337165
DUOX2,0.019757513,0.051636806,0.015169656,0.016119626,0.034538591,0.07006715,0,0,0.015270017,0.014821159,0.052321656,0.044953727,0.028696898,0,0.078041809,0.102081111,0.058966143,0.030504846,0.015422408,0.042001055,0.03342152,0.016875121,0,0,0,0,0,0.027123288,0.032831101,0
DUSP1,0.730721599,0.762374534,0.757860178,0.744121397,0.743854522,0.751025099,0.711137839,0.635884828,0.531444524,0.526451898,0.551171219,0.5347334,0.565195805,0.530537226,0.552114247,0.523003784,0.604795617,0.615366019,0.628960719,0.618173298,0.559846663,0.575220596,0.535119686,0.569875581,0.552767876,0.601380386,0.572955859,0.580120533,0.60023194,0.591796736
ECT2,0.511172758,0.523490176,0.568647424,0.578326539,0.560309085,0.546626582,0.474480351,0.517834611,0.543218676,0.561897579,0.548828469,0.582627866,0.584533008,0.584005964,0.381338533,0.384907126,0.480197705,0.454306294,0.498369526,0.480741378,0.654103607,0.668697918,0.691368922,0.679946921,0.72380844,0.51975763,0.529954701,0.454719079,0.45932311,0.476955734
EDN1,0.72235501,0.715916088,0.71485389,0.700835949,0.704689529,0.727483635,0.291945095,0.262407988,0.577522072,0.552273465,0.578038436,0.548556402,0.584220013,0.581046904,0.128990177,0.0936359,0.443358203,0.48980503,0.586200678,0.564043203,0.478100696,0.513754994,0.472356597,0.471264458,0.49178878,0.549245538,0.54023912,0.517897508,0.565442536,0.596495752
EEF2,1.15336104,1.165042637,1.123246396,1.094047999,1.108632362,1.158780827,1.184976367,1.170667701,1.159068423,1.198326776,1.201431784,1.16582362,1.174617669,1.177459742,1.237384255,1.236129588,1.179899871,1.189520455,1.180753145,1.185749965,1.201006923,1.183667892,1.163703909,1.185095103,1.148074311,1.173876736,1.140554017,1.149977132,1.18200181,1.169832986
EGFR,0.440908864,0.524709952,0.504216335,0.446879704,0.481582644,0.53558727,0.564016533,0.633683017,0.451759159,0.472192382,0.421961325,0.428811621,0.361251084,0.40714046,0.515123634,0.546372415,0.400987079,0.355635162,0.404099603,0.404525455,0.47658032,0.461998608,0.498997998,0.478198182,0.49178878,0.403414136,0.395464686,0.36995518,0.457631447,0.443246178
EGLN1,0.530973684,0.515954014,0.540526056,0.557669897,0.532577058,0.545098749,0.526319739,0.538954898,0.662500432,0.644503727,0.633780988,0.670103415,0.645511611,0.659990573,0.548716253,0.556423537,0.601855637,0.594375881,0.562132123,0.573972487,0.544198482,0.532410037,0.545123107,0.557275858,0.550752714,0.564566415,0.578996423,0.54928498,0.548879906,0.543665596
EIF2S1,0.709394676,0.688057453,0.726368288,0.749995787,0.731876526,0.679424828,0.716907103,0.70425811,0.664185155,0.666475553,0.652568884,0.674134674,0.662561566,0.664324859,0.642725055,0.626219227,0.700545396,0.687456278,0.687345833,0.685851348,0.713573843,0.721666905,0.736249911,0.732206656,0.759037953,0.729667055,0.757591176,0.749312334,0.732995627,0.749160667
ENDOG,0.365581732,0.395834403,0.430921459,0.384670081,0.39815778,0.362643987,0.3375251,0.362212626,0.40793834,0.423000849,0.451935975,0.412187631,0.39933413,0.402258745,0.352241543,0.358029578,0.427824553,0.433703898,0.43944396,0.465204462,0.429320861,0.404914104,0.354997901,0.421107341,0.349553612,0.455369194,0.415538391,0.518814139,0.431677987,0.425281888
EPAS1,0.721691534,0.731707321,0.687809355,0.671465573,0.694400174,0.738780451,0.893067751,0.876271726,0.380626747,0.393928389,0.440170267,0.418640969,0.374629946,0.369039825,0.923175008,0.928548701,0.518870094,0.480014492,0.465868167,0.485165402,0.192496211,0.252256007,0.187583508,0.147452847,0.145075836,0.08729924,0.055959309,0.027123288,0.032831101,0.106783164
EPX,0,0,0,0,0,0,0,0,0,0,0.014901195,0,0,0,0,0,0,0.055812052,0,0,0,0,0,0,0,0.016060159,0.030592127,0,0.032831101,0.034662395
ERCC1,0.622062568,0.6219991,0.590182042,0.613741586,0.604100464,0.621498973,0.667808575,0.6488543,0.670561506,0.688864054,0.685198611,0.683493338,0.692034655,0.687731797,0.711584902,0.708166713,0.66123489,0.668539289,0.676494544,0.676153691,0.687066311,0.690499188,0.665722561,0.701859363,0.670847251,0.707625061,0.673318471,0.72802636,0.709387249,0.70911727
ERCC2,0.666364343,0.655033232,0.632019062,0.5995374,0.616377183,0.656929217,0.611280721,0.59659826,0.659649512,0.679398763,0.679579923,0.6875289,0.69035393,0.67661879,0.519891344,0.504368933,0.662369435,0.672111607,0.673521106,0.682578157,0.686133511,0.68875561,0.662457834,0.688112283,0.650076519,0.673495474,0.644441067,0.621603513,0.66533225,0.661950012
ERCC3,0.627791834,0.628795825,0.629006549,0.61346484,0.626564698,0.621038507,0.580572323,0.566424371,0.677359167,0.671196141,0.668723329,0.677134509,0.688031035,0.675566166,0.609869001,0.616153058,0.664891001,0.683550838,0.671206565,0.672480741,0.596800623,0.583267715,0.595874218,0.590046459,0.581776182,0.672941233,0.683844632,0.646063483,0.675326226,0.672568604
ERCC6,0.451473956,0.46131867,0.475680456,0.465199425,0.465404675,0.499662991,0.4320109,0.456599511,0.421826814,0.411650362,0.370731749,0.400769002,0.374629946,0.386573382,0.3689426,0.38974611,0.400987079,0.391402641,0.375678231,0.392264074,0.367844535,0.34647072,0.386167725,0.34820844,0.372716919,0.412192883,0.443948245,0.448989586,0.403933404,0.373414323
ERCC6L2,0.502740893,0.464991389,0.495298267,0.496211067,0.495710383,0.487739507,0.423439729,0.42418464,0.565384152,0.544422607,0.523586471,0.56241261,0.533586554,0.547064835,0.459679576,0.424608777,0.577485567,0.56429632,0.528347818,0.5304562,0.553144768,0.567507535,0.581433394,0.575268391,0.602647915,0.549669579,0.586135198,0.557964336,0.512509009,0.535854941
ERCC8,0.418502393,0.441459983,0.499265773,0.534623865,0.504289251,0.393249065,0.380833314,0.356619376,0.418957787,0.398291912,0.38557749,0.417584641,0.368090669,0.413410098,0.404543387,0.392107902,0.443358203,0.432780409,0.428873039,0.424521726,0.431404942,0.434733563,0.473925198,0.444087753,0.477898638,0.417427973,0.447357592,0.47808067,0.412236662,0.440229367
ERMP1,0.435331344,0.472075842,0.466212197,0.428883944,0.454781191,0.418625142,0.355272511,0.360833879,0.454826412,0.401482666,0.36810697,0.472762327,0.439889095,0.425209252,0.420609018,0.405542443,0.348679263,0.391402641,0.386981021,0.382666774,0.312858137,0.329869137,0.354997901,0.309549996,0.316353637,0.308712324,0.34807567,0.297955542,0.274200691,0.252686048
ERN1,0.41199948,0.398692464,0.377156191,0.33286713,0.373922299,0.403526858,0.376060053,0.417708766,0.48495747,0.446539636,0.428281546,0.493881542,0.431394945,0.474293415,0.3952095,0.409764221,0.532313094,0.516879105,0.494306775,0.503867389,0.39789425,0.412946995,0.413108614,0.377547533,0.381818438,0.449679463,0.433225409,0.37956765,0.468298696,0.441241775
ERO1A,0.613720983,0.584449882,0.587731647,0.648808143,0.627142807,0.60395389,0.636727708,0.680985888,0.630258672,0.608854983,0.599677449,0.633693854,0.606849874,0.597533682,0.622955595,0.612995605,0.619061785,0.609543337,0.610464794,0.597413572,0.574798583,0.582195646,0.585176954,0.576674099,0.607992546,0.605802736,0.640345869,0.589506595,0.585121062,0.588454498
ETFDH,0.406584688,0.405606533,0.410057756,0.462170936,0.44134643,0.446382064,0.452955808,0.45513582,0.463666502,0.466181367,0.464235373,0.459769035,0.45702844,0.471201785,0.463534569,0.470458723,0.450556991,0.46362894,0.460059151,0.463052985,0.409122777,0.411825622,0.411930391,0.390300897,0.39392571,0.407868171,0.425622501,0.377222058,0.40873464,0.400934546
ETS1,0.717305371,0.720228065,0.711797071,0.728718023,0.756643491,0.745729073,0.709207193,0.699771657,0.389122698,0.404606504,0.442598931,0.372063664,0.377167338,0.388400021,0.644316477,0.65925661,0.656314279,0.635433299,0.698956855,0.669620224,0.535196774,0.584685243,0.552208101,0.53496781,0.583414546,0.725563904,0.727822518,0.651785924,0.764832223,0.760585574
ETV5,0.628103756,0.625127016,0.625213202,0.617832241,0.638257415,0.613470608,0.556625818,0.571897131,0.674607805,0.673755458,0.685198611,0.640967293,0.669437128,0.676093408,0.503948442,0.515520437,0.71511639,0.690442849,0.679409788,0.690786786,0.574798583,0.605396455,0.613994139,0.575621063,0.607438899,0.551771862,0.557694925,0.517897508,0.586201492,0.582711854
EZH2,0.579970507,0.569487667,0.594375568,0.588164605,0.564467751,0.55901689,0.464106529,0.462314556,0.708875595,0.688711128,0.669074852,0.712492484,0.704279765,0.684284946,0.445772031,0.388551021,0.731440458,0.723063054,0.720804845,0.703966825,0.762826671,0.756824666,0.771435874,0.767260061,0.774901606,0.736223715,0.759883257,0.721842785,0.735123432,0.737891972
FABP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016875121,0,0,0,0,0,0,0,0
FANCC,0.428350381,0.409605995,0.412079922,0.416940956,0.39993645,0.407447306,0.324398027,0.385068802,0.500262991,0.521363683,0.481895495,0.511248656,0.509772059,0.496078089,0.281631245,0.275561607,0.505718873,0.495991899,0.480765117,0.497126286,0.509367778,0.497576362,0.506079503,0.519882618,0.525136392,0.503935777,0.492764172,0.489633001,0.49170006,0.475359451
FANCD2,0.5333471,0.514008855,0.503674328,0.47742485,0.530015031,0.530593637,0.397483117,0.415805601,0.567536441,0.541574043,0.525439763,0.582277388,0.566965293,0.59022246,0.17763837,0.102081111,0.45630114,0.447750415,0.528815261,0.519495268,0.687252172,0.692393843,0.719372822,0.699577876,0.713831271,0.548820287,0.595462775,0.543204413,0.556079309,0.551087024
FBLN5,0.393629911,0.409605995,0.370669004,0.321512386,0.388931182,0.414991604,0.994538397,1.006488766,0.495718855,0.487719151,0.525899505,0.469056995,0.509772059,0.501273368,0.935486265,0.925022424,0.2548221,0.20045077,0.264616434,0.236996967,0.13703582,0.153333691,0.103932486,0.170530054,0.093963299,0.113219296,0.113322808,0.163507391,0.135261863,0.180440542
FBXO7,0.707028906,0.707433925,0.731631849,0.720846928,0.718225686,0.696484246,0.69220935,0.676228204,0.686927326,0.687482038,0.693918346,0.686660857,0.693846801,0.699203937,0.707202218,0.686605141,0.679688727,0.679893307,0.696705928,0.680746765,0.652938863,0.673825839,0.689911973,0.661742114,0.663417282,0.66976097,0.682286243,0.694450729,0.669697735,0.674898997
FBXW7,0.5333471,0.501772248,0.527693184,0.551080465,0.540008902,0.533941256,0.42255485,0.417708766,0.566822461,0.536134836,0.539908672,0.557521817,0.532703608,0.564745222,0.450830162,0.455924786,0.595795655,0.597780441,0.591808698,0.582635117,0.50689488,0.530899475,0.528778429,0.534504299,0.556327863,0.608679674,0.64710996,0.575820525,0.622627899,0.618302854
FER,0.539685484,0.509368866,0.536224673,0.544185992,0.542065918,0.548889345,0.476347506,0.524905865,0.556833003,0.586916289,0.560190274,0.566369077,0.556396775,0.579545034,0.488042014,0.453617009,0.538280796,0.540231917,0.54557145,0.535426314,0.566259967,0.582911216,0.613383561,0.57737201,0.623960195,0.585612334,0.603651498,0.595086073,0.572294991,0.552049187
FGF8,0.037198676,0.036330963,0.083396109,0.043913628,0.034538591,0,0,0,0.053466233,0.062672441,0.040861843,0.044953727,0.063458855,0,0.016184238,0,0.058966143,0.030504846,0.053937418,0.029272717,0,0.032031559,0.047808948,0.066587655,0.029593559,0.08729924,0.016080038,0.087462323,0.092682803,0
FKBP1B,0.454502692,0.467687697,0.494145009,0.476037565,0.454781191,0.43068688,0.25318639,0.256945006,0.457086103,0.478598573,0.479407661,0.42583267,0.466990531,0.452356053,0.25328761,0.250511061,0.498256004,0.497199024,0.507798073,0.474184333,0.470338712,0.472845957,0.485912615,0.468398,0.481817107,0.533115713,0.526527655,0.580120533,0.508331393,0.520079398
FOS,0.731657418,0.734406897,0.719388441,0.662373423,0.651567717,0.657652327,0.342164089,0.121315289,0.593606791,0.621629426,0.629492521,0.621532837,0.684077187,0.63446797,0.201551233,0.231114514,0.621312087,0.624079526,0.634112534,0.631575478,0.593351964,0.559790621,0.534081379,0.638940365,0.586318943,0.725563904,0.718838211,0.641321785,0.730701027,0.704191917
FOSL1,0.458447529,0.447700404,0.404878875,0.390969489,0.460187619,0.465900766,0.704736147,0.72365523,0.308043288,0.307965765,0.377098211,0.321086665,0.3402391,0.339400181,0.534764229,0.503262017,0.49039943,0.498396445,0.525033989,0.523399914,0.490433266,0.485036832,0.438905841,0.47477166,0.453506988,0.500441452,0.488350683,0.50643402,0.572688426,0.585802123
FOXO1,0.507717295,0.510709391,0.495871564,0.524908366,0.523988016,0.518246441,0.296150975,0.302185144,0.433657773,0.43855318,0.452688275,0.445533116,0.405700234,0.463728213,0.340547667,0.278101762,0.417954009,0.373214448,0.397486325,0.381422439,0.46382409,0.472845957,0.482269117,0.50078515,0.512573441,0.373468252,0.391839404,0.362315527,0.375823184,0.376562554
FOXO3,0.522988022,0.533553146,0.476334277,0.529845311,0.52665489,0.543555083,0.557345708,0.561465001,0.552168721,0.549182596,0.559092307,0.526800712,0.530921857,0.530537226,0.573949441,0.584025552,0.592218802,0.588305534,0.545987923,0.541947091,0.467117012,0.465179285,0.469168955,0.491786273,0.49057822,0.553432584,0.574399363,0.536053297,0.537880278,0.544676745
FUT8,0.56360747,0.53694848,0.581100742,0.596153578,0.570214255,0.559714606,0.588935628,0.591974896,0.56930656,0.507568604,0.517398897,0.542723224,0.534026072,0.539359988,0.638787878,0.641031473,0.598423034,0.604949033,0.594535471,0.605402388,0.534680365,0.534894091,0.565018156,0.530266494,0.547884886,0.584275727,0.609439581,0.596719962,0.551167321,0.566654217
FXN,0.413322972,0.40010119,0.395077438,0.413799354,0.406846059,0.372747604,0.334350184,0.315907507,0.394907617,0.393928389,0.36677703,0.370617679,0.401486537,0.393749268,0.331594531,0.330618559,0.350982416,0.360228272,0.369007361,0.376338469,0.448032711,0.404914104,0.4583112,0.460980826,0.474552618,0.344581796,0.369441524,0.374838939,0.35532326,0.313519927
FYN,0.719683187,0.708321917,0.68733538,0.643696044,0.681755958,0.720790282,0.720192179,0.710081567,0.816255549,0.805652125,0.809735626,0.807734577,0.820045063,0.805570538,0.731750389,0.729573693,0.820710116,0.828422835,0.810943821,0.806122953,0.738327381,0.746716737,0.729950669,0.728340206,0.710952358,0.80041378,0.779608747,0.798120944,0.79329886,0.801485159
G6PD,0.610249005,0.596553009,0.555441292,0.543744306,0.570214255,0.615398933,0.644127445,0.626642934,0.583719198,0.622108733,0.626251671,0.590469313,0.600245696,0.615570704,0.665173176,0.669245649,0.644371051,0.646865612,0.624608904,0.622198022,0.647217704,0.637072178,0.615207838,0.622138392,0.590105427,0.607535558,0.603356104,0.619294082,0.616020616,0.626959885
GATA4,0.194681415,0.129229766,0.175629792,0.148741188,0.118646275,0.142423643,0,0,0,0,0,0,0,0,0,0,0,0.043695247,0,0,0.01764614,0.016875121,0,0.015911162,0,0,0,0,0,0
GCH1,0.41976959,0.428135449,0.423668257,0.435432635,0.410184274,0.372747604,0.170182348,0.222686822,0.364830151,0.367335455,0.425605647,0.341857089,0.336979967,0.328951628,0.128990177,0.156495293,0.296386556,0.272431378,0.301029536,0.310817917,0.35108078,0.344714869,0.317773908,0.300896082,0.318298292,0.205000362,0.242797471,0.261673794,0.234339919,0.275835287
GCLC,0.517852125,0.508694052,0.527230332,0.542411333,0.530015031,0.546626582,0.387718119,0.391969465,0.548976032,0.545226577,0.548039293,0.565978126,0.555639511,0.557339875,0.464293738,0.474556073,0.521802773,0.501932016,0.521644759,0.514976614,0.543712405,0.530899475,0.542684524,0.538172616,0.552767876,0.446327871,0.459489696,0.42868261,0.45331628,0.421873949
GCLM,0.446285058,0.401496719,0.483343048,0.457509526,0.44789522,0.409369503,0.526319739,0.516865897,0.435397318,0.440185094,0.412440253,0.411084361,0.383327928,0.413410098,0.509081264,0.533341091,0.478265374,0.467347514,0.424237039,0.408745227,0.481095673,0.454583602,0.48519101,0.444087753,0.448755116,0.367835025,0.396653768,0.364905858,0.384410168,0.381163551
